txn_id,customer_id,txn_date,amount,txn_type,channel,branch_id
2554,665,2025-04-20,842.6,payment,atm,17
2555,274,2025-01-05,1660.9,payment,atm,8
2556,239,2025-09-02,1492.81,withdraw,branch,5
2557,884,2024-07-29,3359.68,payment,atm,13
2558,905,2024-06-20,2173.07,deposit,online,12
2559,953,2025-01-19,2311.32,payment,online,16
2560,320,2024-08-12,1456.34,withdraw,online,9
2561,877,2025-08-06,2538.96,transfer,atm,3
2562,865,2024-01-13,3096.52,payment,online,15
2563,523,2025-02-09,674.77,payment,mobile,17
2564,732,2024-10-18,1916.3,withdraw,online,14
2565,216,2025-08-02,2214.78,deposit,atm,4
2566,931,2024-02-18,3090.7,payment,branch,7
2567,302,2024-12-31,1461.31,payment,atm,2
2568,717,2025-03-25,1512.67,payment,mobile,16
2569,100,2025-07-11,1823.42,transfer,online,16
2570,87,2025-08-17,969.1,transfer,mobile,13
2571,165,2024-05-27,1556.18,withdraw,atm,7
2572,727,2024-11-07,1364.01,withdraw,branch,18
2573,618,2023-12-30,2711.12,deposit,mobile,14
2574,530,2025-03-17,2459.8,deposit,mobile,8
2575,776,2024-04-27,644.68,transfer,atm,16
2576,575,2024-04-07,4405.85,payment,atm,15
2577,867,2025-01-08,1783.52,transfer,online,13
2578,378,2024-06-05,2698.0,payment,atm,18
2579,13,2025-08-25,3670.14,transfer,branch,1
2580,217,2024-02-10,405.52,withdraw,branch,13
2581,161,2024-08-06,1525.94,payment,online,2
2582,917,2024-01-18,2370.86,withdraw,branch,16
2583,67,2025-08-27,954.54,payment,mobile,12
2584,443,2025-06-02,375.59,deposit,mobile,15
2585,128,2024-11-16,3170.24,withdraw,mobile,12
2586,260,2025-07-05,2443.12,deposit,online,7
2587,558,2025-02-27,1292.1,deposit,online,4
2588,833,2024-02-29,2397.25,withdraw,branch,2
2589,475,2024-09-06,1520.28,payment,mobile,9
2590,785,2023-12-03,2188.57,deposit,online,13
2591,131,2025-09-07,5281.49,transfer,branch,11
2592,536,2024-05-16,952.54,transfer,branch,5
2593,781,2024-02-01,1757.02,transfer,atm,19
2594,588,2024-10-15,998.14,payment,branch,15
2595,997,2025-04-28,1772.24,deposit,mobile,11
2596,380,2024-01-27,936.21,deposit,online,18
2597,108,2024-04-28,153.59,withdraw,mobile,6
2598,87,2023-11-22,2481.72,deposit,mobile,4
2599,222,2023-11-30,2858.28,deposit,branch,15
2600,904,2024-12-20,1527.98,transfer,online,18
2601,35,2024-03-18,2905.13,payment,atm,13
2602,638,2024-08-04,2698.04,transfer,online,5
2603,356,2025-10-02,4256.5,withdraw,branch,12
2604,288,2024-02-27,2197.7,transfer,mobile,7
2605,361,2025-02-12,530.74,payment,online,18
2606,304,2024-07-17,928.67,deposit,atm,16
2607,110,2025-01-21,3059.58,payment,branch,5
2608,650,2025-04-16,2619.87,payment,mobile,2
2609,460,2023-11-24,826.47,payment,mobile,12
2610,351,2025-07-18,1265.09,payment,online,17
2611,565,2024-01-05,1556.76,withdraw,atm,4
2612,179,2023-12-07,2275.56,transfer,mobile,12
2613,962,2024-05-28,2992.21,deposit,mobile,9
2614,476,2024-03-24,1875.19,deposit,atm,8
2615,223,2025-04-13,833.41,deposit,mobile,6
2616,771,2024-05-09,2095.5,deposit,mobile,7
2617,188,2023-12-19,2454.66,deposit,online,7
2618,963,2025-03-14,1800.26,deposit,mobile,15
2619,346,2024-11-09,2937.63,transfer,branch,2
2620,244,2024-08-28,2062.85,deposit,atm,19
2621,589,2025-09-12,1884.55,transfer,branch,18
2622,48,2024-02-06,2310.72,deposit,mobile,11
2623,905,2025-02-11,3720.36,transfer,mobile,12
2624,203,2024-01-14,231.6,withdraw,atm,14
2625,508,2025-09-14,1912.03,withdraw,atm,18
2626,159,2024-05-29,1661.89,deposit,branch,1
2627,940,2023-11-25,3252.46,payment,atm,12
2628,12,2024-08-16,2145.88,transfer,branch,2
2629,647,2024-10-02,209.48,payment,atm,11
2630,206,2024-04-21,3554.25,transfer,branch,11
2631,484,2024-04-06,1549.51,payment,branch,3
2632,871,2024-11-02,1691.69,withdraw,branch,9
2633,814,2024-03-07,3653.06,deposit,online,6
2634,790,2024-10-06,2052.51,withdraw,branch,5
2635,419,2025-04-18,4217.65,transfer,mobile,18
2636,683,2024-05-16,3188.85,payment,atm,18
2637,888,2025-05-26,1515.56,withdraw,mobile,19
2638,679,2024-07-19,2994.98,transfer,mobile,3
2639,663,2023-10-07,1753.65,withdraw,online,9
2640,845,2025-10-04,2297.65,payment,branch,10
2641,209,2024-05-27,1382.43,withdraw,online,2
2642,483,2024-09-17,2173.02,deposit,online,19
2643,161,2025-02-01,4397.39,withdraw,mobile,9
2644,998,2025-02-08,3414.84,withdraw,atm,10
2645,375,2024-11-01,2746.97,deposit,mobile,11
2646,714,2025-04-15,2495.88,deposit,online,18
2647,188,2024-11-19,4160.9,withdraw,online,1
2648,341,2024-05-21,1205.32,withdraw,mobile,15
2649,100,2025-06-27,2939.79,deposit,branch,13
2650,330,2024-08-04,1317.35,payment,online,10
2651,910,2024-12-11,3066.75,deposit,atm,7
2652,856,2023-11-09,1339.5,withdraw,atm,11
2653,997,2025-02-27,362.14,withdraw,branch,4
2654,185,2024-12-18,2439.76,withdraw,branch,8
2655,225,2024-07-17,1619.48,withdraw,online,10
2656,301,2025-02-20,1035.88,deposit,branch,3
2657,905,2024-07-03,2564.02,withdraw,branch,1
2658,131,2025-03-02,2124.06,deposit,mobile,17
2659,584,2025-01-25,1548.82,deposit,online,7
2660,775,2024-07-05,1326.69,transfer,atm,8
2661,969,2024-02-10,2268.38,transfer,branch,18
2662,522,2025-07-17,430.67,withdraw,branch,1
2663,903,2025-03-27,160.88,deposit,online,13
2664,272,2024-07-05,2323.17,payment,branch,5
2665,244,2025-08-20,470.99,withdraw,atm,16
2666,617,2023-12-21,2958.2,withdraw,atm,13
2667,940,2024-02-14,2123.74,transfer,mobile,8
2668,383,2025-02-24,1458.27,payment,mobile,19
2669,437,2025-03-20,1129.49,transfer,mobile,1
2670,119,2023-12-31,1823.62,payment,mobile,5
2671,327,2024-06-12,1281.93,withdraw,mobile,13
2672,716,2024-09-10,1082.57,payment,branch,8
2673,960,2025-02-28,1914.91,deposit,branch,11
2674,648,2024-07-24,3443.33,payment,mobile,13
2675,605,2024-01-20,2881.06,transfer,branch,3
2676,819,2025-01-25,3115.22,transfer,online,9
2677,10,2025-08-20,1459.81,transfer,branch,1
2678,990,2023-10-11,1483.51,deposit,branch,15
2679,345,2025-03-09,877.15,payment,atm,17
2680,383,2023-12-19,1906.5,payment,online,17
2681,808,2025-10-02,41.37,payment,mobile,19
2682,100,2025-08-22,2448.87,deposit,branch,11
2683,828,2024-05-05,3926.66,deposit,mobile,2
2684,968,2024-07-04,3700.19,payment,branch,7
2685,484,2025-04-30,2336.56,deposit,online,6
2686,129,2024-04-27,1216.86,transfer,atm,1
2687,883,2024-08-28,2033.32,deposit,mobile,7
2688,277,2025-03-21,2093.32,deposit,branch,1
2689,944,2023-10-24,2880.78,payment,atm,12
2690,729,2024-04-30,181.77,payment,mobile,15
2691,586,2024-08-01,3940.12,deposit,online,1
2692,321,2025-02-16,1489.89,withdraw,branch,15
2693,322,2025-05-13,3079.04,withdraw,branch,9
2694,917,2023-10-07,4292.86,transfer,online,11
2695,390,2023-12-15,3744.4,payment,mobile,11
2696,376,2025-03-05,1208.61,transfer,online,19
2697,898,2025-05-31,1.62,payment,online,10
2698,774,2024-02-12,1210.19,deposit,branch,14
2699,99,2025-03-12,1727.49,deposit,mobile,10
2700,490,2024-03-04,3103.37,transfer,online,15
2701,273,2025-05-29,1369.9,payment,online,5
2702,152,2025-06-14,1810.8,transfer,online,15
2703,431,2025-10-04,2896.57,withdraw,atm,9
2704,864,2025-07-20,2274.53,payment,mobile,8
2705,790,2024-07-08,663.51,withdraw,branch,5
2706,400,2024-02-09,3614.02,transfer,mobile,3
2707,535,2024-01-16,1921.83,transfer,mobile,2
2708,278,2025-07-24,2537.98,payment,atm,8
2709,68,2024-10-21,2668.48,transfer,branch,1
2710,52,2025-09-05,58.73,transfer,branch,12
2711,353,2025-08-15,1099.25,transfer,online,7
2712,226,2025-05-14,1640.54,transfer,atm,13
2713,633,2025-10-02,3170.04,deposit,mobile,18
2714,504,2024-01-30,1492.55,deposit,online,5
2715,169,2025-02-15,1829.59,deposit,branch,2
2716,711,2024-11-10,2253.87,transfer,online,2
2717,979,2025-03-06,3764.48,payment,online,11
2718,617,2025-05-06,1898.15,payment,online,9
2719,712,2025-07-02,577.62,deposit,mobile,9
2720,493,2024-10-01,1989.41,transfer,online,5
2721,893,2024-11-26,2107.68,payment,online,3
2722,710,2024-03-04,2715.6,deposit,mobile,16
2723,495,2024-06-19,2843.9,payment,atm,6
2724,962,2024-08-01,128.53,payment,online,17
2725,604,2024-07-22,1637.48,payment,online,8
2726,65,2024-11-09,3904.88,withdraw,atm,11
2727,817,2024-09-02,3004.39,transfer,online,12
2728,239,2024-09-15,2442.2,payment,mobile,5
2729,383,2024-04-23,2321.76,deposit,atm,1
2730,315,2025-02-09,16.46,withdraw,branch,4
2731,463,2024-06-19,1677.95,transfer,online,18
2732,819,2025-05-31,2427.96,payment,atm,2
2733,752,2024-10-03,3184.94,deposit,mobile,13
2734,517,2024-08-24,3337.08,deposit,online,6
2735,929,2025-03-29,4266.65,transfer,branch,11
2736,792,2024-03-09,317.13,payment,atm,18
2737,533,2025-02-05,2188.82,transfer,online,16
2738,943,2025-03-26,3171.81,transfer,online,8
2739,744,2023-11-16,1324.15,withdraw,online,4
2740,791,2025-07-23,1157.65,deposit,mobile,16
2741,297,2025-01-13,2004.21,payment,mobile,18
2742,532,2025-08-11,1735.78,withdraw,online,15
2743,422,2025-08-08,1032.19,withdraw,mobile,15
2744,62,2025-04-23,1448.94,withdraw,branch,3
2745,605,2025-04-07,2627.02,payment,atm,3
2746,630,2024-11-09,1216.24,transfer,branch,1
2747,723,2024-09-22,3376.65,transfer,mobile,18
2748,553,2024-10-30,1070.64,transfer,branch,4
2749,961,2024-01-03,1343.37,payment,online,15
2750,719,2024-08-11,498.37,withdraw,atm,18
2751,592,2024-11-24,1965.07,transfer,online,2
2752,739,2025-07-01,1598.76,withdraw,mobile,5
2753,642,2025-05-04,1316.78,withdraw,branch,18
2754,409,2025-06-19,2710.0,payment,mobile,14
2755,444,2024-03-27,4181.65,withdraw,atm,12
2756,112,2025-10-05,2118.16,deposit,atm,2
2757,950,2024-04-29,26.48,withdraw,atm,10
2758,280,2024-06-17,1748.59,transfer,branch,5
2759,249,2025-01-15,855.98,transfer,branch,16
2760,50,2025-05-08,336.24,deposit,atm,4
2761,993,2025-02-12,668.65,transfer,mobile,18
2762,684,2025-03-23,4055.25,transfer,atm,15
2763,542,2023-12-12,1384.18,deposit,mobile,10
2764,219,2024-04-04,1378.44,payment,branch,13
2765,740,2023-12-10,4170.31,transfer,mobile,15
2766,212,2025-01-22,3075.68,payment,mobile,5
2767,892,2024-04-15,1150.43,deposit,mobile,5
2768,537,2025-07-18,1014.18,deposit,online,8
2769,956,2025-06-17,1506.14,deposit,online,15
2770,26,2025-02-04,1142.78,withdraw,branch,11
2771,933,2025-07-24,3034.53,withdraw,atm,2
2772,550,2025-06-03,2372.74,deposit,atm,1
2773,387,2025-07-09,2784.16,withdraw,branch,5
2774,369,2025-06-14,3335.94,transfer,branch,14
2775,654,2024-09-03,62.72,deposit,mobile,19
2776,666,2025-09-07,3256.35,deposit,atm,5
2777,752,2024-06-09,2196.82,payment,branch,3
2778,243,2025-03-04,2318.38,payment,mobile,8
2779,526,2023-10-24,2754.0,withdraw,atm,18
2780,82,2024-11-20,2428.59,deposit,atm,16
2781,998,2024-02-05,4096.14,payment,mobile,19
2782,896,2025-08-04,471.74,transfer,branch,4
2783,868,2024-05-05,1650.68,transfer,mobile,17
2784,609,2024-05-05,859.5,payment,branch,11
2785,131,2024-09-03,2565.83,deposit,online,1
2786,21,2025-06-08,1694.12,transfer,online,9
2787,444,2025-06-21,2780.8,payment,online,3
2788,804,2024-06-05,2511.09,withdraw,online,9
2789,150,2024-10-31,2176.89,withdraw,atm,8
2790,875,2025-07-28,2976.54,payment,mobile,4
2791,299,2025-06-14,904.89,transfer,mobile,7
2792,405,2023-10-23,2841.67,deposit,mobile,10
2793,554,2024-02-17,3335.08,deposit,branch,17
2794,77,2024-10-06,2901.95,transfer,mobile,18
2795,466,2024-11-15,2712.11,withdraw,online,12
2796,313,2024-06-19,1488.33,transfer,online,1
2797,308,2024-03-07,822.86,transfer,mobile,13
2798,735,2024-02-06,1075.02,withdraw,atm,2
2799,371,2024-12-24,2773.49,deposit,online,11
2800,925,2024-06-22,2450.2,withdraw,online,6
2801,701,2023-12-01,1879.58,payment,mobile,2
2802,128,2025-05-18,2128.06,transfer,branch,5
2803,388,2025-02-03,3436.61,withdraw,online,14
2804,328,2024-10-07,1074.75,deposit,mobile,14
2805,829,2023-10-14,1797.8,transfer,mobile,6
2806,239,2024-10-30,738.98,deposit,online,14
2807,271,2024-03-13,4264.07,payment,branch,6
2808,764,2025-07-26,199.29,deposit,mobile,2
2809,228,2025-04-12,736.2,payment,online,19
2810,787,2024-06-27,2416.46,deposit,online,11
2811,618,2024-10-06,2988.11,withdraw,atm,11
2812,50,2024-10-08,3134.76,transfer,online,14
2813,576,2025-02-16,1634.79,withdraw,atm,10
2814,758,2025-08-19,1624.49,deposit,atm,19
2815,285,2024-04-30,3040.82,withdraw,online,9
2816,69,2025-05-04,3197.45,payment,online,16
2817,361,2025-10-05,2540.97,transfer,branch,18
2818,657,2025-07-06,2251.62,payment,branch,2
2819,344,2025-01-16,1194.78,payment,atm,2
2820,105,2024-03-21,684.99,transfer,branch,19
2821,962,2023-11-30,2073.39,deposit,branch,17
2822,657,2025-03-22,1455.25,withdraw,branch,8
2823,936,2024-11-27,1150.86,deposit,atm,15
2824,353,2024-02-16,2654.47,payment,atm,5
2825,901,2025-01-18,2752.01,withdraw,branch,8
2826,738,2024-08-26,3290.04,payment,mobile,4
2827,947,2024-11-29,2471.12,payment,online,19
2828,524,2025-04-18,211.14,payment,mobile,7
2829,657,2025-08-04,2427.5,deposit,atm,3
2830,285,2025-01-31,1552.08,withdraw,branch,11
2831,477,2024-09-25,508.48,deposit,branch,15
2832,405,2024-04-13,1626.29,payment,atm,4
2833,917,2024-04-27,3686.78,transfer,atm,14
2834,827,2025-05-22,2240.89,transfer,branch,2
2835,262,2025-05-29,1736.87,deposit,atm,1
2836,397,2024-11-02,5023.42,transfer,atm,7
2837,372,2024-02-29,4123.04,payment,mobile,13
2838,974,2025-07-07,350.53,deposit,branch,6
2839,123,2023-11-30,5003.81,payment,mobile,18
2840,855,2024-02-13,1419.22,transfer,online,17
2841,701,2025-01-25,2567.38,withdraw,online,16
2842,657,2023-11-18,1266.94,withdraw,online,12
2843,553,2024-04-03,2458.78,payment,atm,12
2844,621,2024-05-29,1450.5,transfer,branch,13
2845,607,2024-03-02,3847.9,payment,atm,14
2846,786,2025-05-31,482.28,transfer,atm,10
2847,49,2024-02-12,298.68,transfer,atm,16
2848,72,2023-12-01,4709.15,deposit,mobile,1
2849,903,2025-03-01,150.23,transfer,atm,17
2850,259,2025-02-02,2112.04,transfer,atm,6
2851,991,2024-12-24,82.19,withdraw,atm,17
2852,503,2024-09-08,2655.31,withdraw,branch,19
2853,475,2024-03-07,3823.2,deposit,mobile,11
2854,533,2023-12-04,2139.99,transfer,atm,14
2855,27,2024-09-06,1644.08,withdraw,online,12
2856,299,2025-05-16,3055.36,transfer,mobile,1
2857,212,2025-02-10,2666.54,withdraw,online,4
2858,328,2023-12-23,4383.13,withdraw,branch,15
2859,28,2025-10-02,1569.82,withdraw,online,19
2860,593,2025-03-07,1762.6,transfer,mobile,10
2861,311,2025-08-24,1867.33,transfer,branch,18
2862,577,2025-10-05,4197.83,payment,atm,15
2863,948,2025-01-20,3745.7,deposit,branch,8
2864,982,2024-09-21,4256.91,payment,mobile,16
2865,76,2024-04-13,1097.83,deposit,branch,3
2866,219,2024-07-11,83.57,payment,atm,19
2867,619,2025-02-02,2012.03,transfer,mobile,5
2868,846,2024-06-22,1173.57,deposit,branch,12
2869,820,2025-09-19,1858.91,transfer,atm,17
2870,89,2024-03-22,1971.21,withdraw,online,18
2871,832,2025-03-30,950.62,deposit,branch,12
2872,426,2025-08-14,314.48,payment,mobile,6
2873,732,2024-04-11,3125.71,deposit,branch,12
2874,15,2025-07-30,2778.44,payment,mobile,19
2875,309,2024-03-08,2802.49,payment,atm,13
2876,740,2023-11-24,4090.16,withdraw,branch,12
2877,876,2024-10-01,777.77,transfer,online,17
2878,298,2024-10-26,1818.77,transfer,online,6
2879,361,2024-08-16,2495.75,payment,online,5
2880,146,2024-03-21,1950.52,payment,branch,2
2881,119,2025-05-06,3772.61,withdraw,mobile,7
2882,623,2025-03-19,4338.18,deposit,mobile,9
2883,534,2025-06-26,3675.39,withdraw,mobile,4
2884,131,2025-08-18,3011.97,deposit,branch,2
2885,723,2023-12-12,911.05,payment,branch,15
2886,934,2024-10-15,2030.75,transfer,online,2
2887,441,2025-08-14,1573.96,transfer,branch,14
2888,859,2024-05-10,1140.77,withdraw,branch,14
2889,99,2025-02-24,1987.75,deposit,atm,16
2890,754,2024-09-05,2338.09,transfer,online,10
2891,376,2023-10-11,1559.57,transfer,online,3
2892,516,2025-04-26,1531.51,withdraw,mobile,12
2893,277,2024-09-15,3334.95,transfer,online,5
2894,31,2025-08-11,1095.45,withdraw,branch,11
2895,871,2025-04-09,2648.46,withdraw,atm,12
2896,82,2024-01-06,4323.53,payment,branch,2
2897,855,2024-07-10,978.76,deposit,online,6
2898,231,2025-04-19,716.07,deposit,mobile,7
2899,913,2025-06-15,1159.15,withdraw,online,1
2900,260,2025-03-03,3582.93,transfer,atm,9
2901,832,2024-03-24,546.27,payment,atm,1
2902,271,2024-11-09,1338.88,deposit,branch,6
2903,170,2024-05-26,876.3,deposit,atm,8
2904,891,2024-07-15,2510.38,transfer,branch,19
2905,364,2025-07-27,1319.82,payment,branch,13
2906,804,2025-03-06,2973.1,payment,online,9
2907,474,2024-06-30,2891.03,withdraw,atm,8
2908,925,2024-01-15,1129.33,deposit,mobile,17
2909,856,2025-08-08,3103.75,payment,online,7
2910,716,2024-12-12,685.05,withdraw,atm,15
2911,334,2023-10-21,2240.04,withdraw,branch,17
2912,407,2023-12-18,1919.59,payment,branch,14
2913,20,2025-10-03,1459.11,payment,branch,2
2914,596,2025-05-25,402.05,withdraw,mobile,15
2915,49,2025-04-04,3065.36,transfer,branch,3
2916,819,2024-05-02,3678.18,transfer,mobile,13
2917,369,2025-05-18,2169.34,transfer,branch,1
2918,432,2024-03-12,170.02,withdraw,mobile,4
2919,201,2024-02-18,2675.14,transfer,atm,7
2920,938,2023-12-21,676.12,transfer,branch,15
2921,329,2025-04-19,721.3,payment,branch,15
2922,146,2025-03-08,2030.8,payment,atm,12
2923,663,2023-10-20,1557.72,payment,branch,2
2924,130,2024-10-01,3246.8,deposit,atm,1
2925,758,2024-07-23,656.98,transfer,online,11
2926,621,2024-06-18,3629.53,payment,atm,13
2927,577,2025-04-20,2437.08,transfer,atm,2
2928,512,2024-10-21,1846.98,withdraw,mobile,16
2929,753,2024-03-25,1298.33,withdraw,branch,18
2930,219,2025-02-13,120.74,withdraw,branch,6
2931,52,2025-06-15,3642.46,withdraw,online,8
2932,7,2024-07-28,3153.08,transfer,branch,17
2933,245,2024-11-21,2202.7,withdraw,atm,2
2934,604,2024-02-11,3666.54,withdraw,mobile,18
2935,478,2025-09-07,3187.01,deposit,online,5
2936,163,2025-08-24,2570.9,transfer,atm,13
2937,837,2024-09-01,919.62,withdraw,mobile,17
2938,936,2024-10-13,1921.76,withdraw,mobile,5
2939,221,2025-04-02,1847.02,payment,branch,14
2940,431,2025-03-15,1155.11,withdraw,atm,11
2941,841,2024-06-01,482.73,deposit,branch,1
2942,793,2025-03-13,18.32,payment,online,15
2943,226,2025-07-08,2561.24,deposit,atm,17
2944,756,2025-03-22,1197.48,withdraw,atm,1
2945,839,2025-09-21,3025.88,payment,branch,11
2946,567,2024-07-31,2011.27,withdraw,mobile,9
2947,41,2025-07-31,1190.81,withdraw,branch,9
2948,979,2025-07-12,2252.68,withdraw,branch,15
2949,401,2025-05-24,747.99,withdraw,branch,18
2950,906,2025-05-14,2941.05,deposit,online,19
2951,225,2025-02-08,3939.83,payment,branch,6
2952,309,2024-01-01,1208.81,withdraw,branch,2
2953,542,2024-06-11,3265.87,transfer,atm,16
2954,784,2024-12-25,3132.85,deposit,branch,7
2955,392,2025-02-05,332.13,transfer,branch,6
2956,822,2024-10-18,1152.48,payment,atm,6
2957,946,2024-07-25,1016.79,payment,branch,4
2958,31,2024-12-11,3390.17,withdraw,atm,3
2959,339,2024-04-19,2221.58,withdraw,branch,18
2960,728,2025-07-22,390.42,payment,mobile,15
2961,88,2024-05-21,3342.53,transfer,branch,18
2962,932,2025-02-06,1687.96,payment,mobile,6
2963,973,2024-10-11,929.87,payment,branch,13
2964,14,2023-11-25,527.54,payment,online,13
2965,792,2024-07-07,3900.38,withdraw,branch,19
2966,744,2024-09-12,2497.91,transfer,online,14
2967,826,2025-01-01,2812.78,transfer,atm,16
2968,42,2024-09-01,2300.85,deposit,branch,6
2969,598,2024-04-27,1634.69,withdraw,branch,4
2970,516,2024-10-27,2526.61,withdraw,branch,11
2971,318,2025-03-28,326.07,payment,mobile,16
2972,85,2023-11-17,2152.36,payment,mobile,19
2973,898,2023-12-27,1791.15,withdraw,online,16
2974,554,2024-08-09,754.72,deposit,atm,4
2975,810,2025-07-04,1988.32,deposit,atm,18
2976,872,2025-01-26,1216.76,withdraw,online,15
2977,301,2025-05-05,2123.89,deposit,mobile,13
2978,477,2025-08-24,363.88,withdraw,mobile,16
2979,861,2024-04-27,1724.6,withdraw,atm,9
2980,230,2025-03-31,2598.45,payment,mobile,9
2981,8,2024-10-24,147.21,deposit,online,4
2982,850,2024-04-11,2576.62,withdraw,branch,2
2983,973,2025-03-30,666.93,withdraw,online,11
2984,96,2024-08-04,2872.63,withdraw,atm,5
2985,429,2024-08-03,442.73,payment,online,13
2986,24,2023-10-12,245.47,deposit,online,6
2987,506,2024-06-15,1876.82,deposit,branch,4
2988,514,2024-07-28,3636.33,transfer,mobile,18
2989,177,2025-01-19,4759.96,deposit,atm,2
2990,198,2025-06-18,270.39,deposit,atm,5
2991,305,2024-04-29,1424.57,payment,mobile,13
2992,308,2024-07-21,3955.18,payment,online,10
2993,475,2023-10-17,3516.93,transfer,atm,7
2994,870,2024-08-25,3010.85,payment,mobile,12
2995,493,2023-12-19,2469.76,deposit,branch,8
2996,295,2025-04-01,4063.71,deposit,branch,12
2997,335,2024-01-24,2900.62,payment,atm,1
2998,250,2025-07-20,191.45,payment,mobile,2
2999,815,2024-04-15,2425.08,transfer,mobile,14
3000,164,2023-11-21,2287.68,deposit,mobile,1
3001,309,2024-06-27,1902.57,deposit,atm,5
3002,986,2024-02-10,3002.4,deposit,atm,15
3003,781,2024-07-04,2673.73,payment,atm,18
3004,373,2025-02-15,1439.43,withdraw,mobile,12
3005,898,2024-03-26,2768.11,withdraw,branch,8
3006,601,2024-11-29,781.11,transfer,mobile,8
3007,917,2024-08-19,385.21,deposit,atm,8
3008,882,2024-11-03,1571.89,withdraw,branch,9
3009,685,2025-09-15,3659.76,transfer,mobile,6
3010,958,2025-03-23,1183.82,payment,online,7
3011,341,2023-11-14,1778.93,withdraw,mobile,12
3012,32,2024-11-16,3582.85,transfer,online,7
3013,491,2025-08-20,1646.35,transfer,branch,11
3014,672,2024-02-24,537.42,payment,online,1
3015,424,2025-07-29,1548.52,withdraw,atm,15
3016,334,2023-12-08,2090.6,deposit,atm,17
3017,914,2025-08-15,3457.93,deposit,branch,14
3018,843,2024-09-09,2126.92,deposit,atm,7
3019,714,2024-06-02,1447.53,deposit,online,4
3020,82,2024-04-20,1966.44,withdraw,branch,3
3021,238,2024-08-18,1054.73,payment,mobile,12
3022,478,2023-11-04,2271.55,transfer,atm,14
3023,403,2025-04-14,1564.57,transfer,branch,5
3024,946,2025-08-30,167.05,transfer,mobile,7
3025,393,2025-09-17,1892.75,withdraw,branch,8
3026,533,2024-01-24,1477.4,transfer,online,3
3027,194,2025-01-15,2043.78,transfer,online,2
3028,622,2024-01-29,30.58,deposit,branch,2
3029,254,2023-11-30,1268.06,payment,branch,18
3030,36,2024-03-28,3296.17,transfer,atm,13
3031,724,2024-07-19,62.99,transfer,mobile,4
3032,223,2025-06-20,4914.72,payment,atm,10
3033,614,2025-03-20,2198.68,transfer,online,19
3034,890,2025-07-03,2514.23,payment,atm,19
3035,332,2024-09-02,1972.19,deposit,online,10
3036,885,2024-01-06,2175.87,transfer,branch,5
3037,81,2023-10-29,3453.71,withdraw,atm,18
3038,506,2025-07-29,1393.46,deposit,branch,18
3039,720,2024-05-26,2821.66,deposit,online,1
3040,19,2025-05-04,707.65,withdraw,atm,2
3041,56,2024-11-05,2403.27,deposit,atm,9
3042,283,2023-11-28,1232.65,transfer,mobile,13
3043,979,2025-01-03,2038.72,payment,mobile,14
3044,854,2024-12-03,927.4,deposit,branch,12
3045,843,2025-06-17,1093.4,withdraw,atm,12
3046,826,2025-02-12,1009.97,payment,atm,19
3047,587,2024-12-06,3553.65,payment,atm,8
3048,835,2024-08-13,3533.64,withdraw,online,6
3049,944,2024-06-10,3007.78,withdraw,branch,18
3050,78,2025-08-07,2361.17,withdraw,branch,1
3051,788,2024-08-28,1477.94,withdraw,atm,1
3052,681,2024-05-14,226.4,payment,branch,6
3053,843,2025-07-27,42.26,withdraw,atm,6
3054,641,2024-01-13,3475.42,payment,online,6
3055,849,2024-02-26,2763.15,deposit,atm,3
3056,382,2024-02-11,1056.52,withdraw,atm,9
3057,443,2024-03-24,3166.32,transfer,branch,12
3058,476,2023-10-21,2172.11,deposit,online,1
3059,212,2025-09-19,1404.6,deposit,atm,10
3060,960,2025-01-10,1617.86,payment,branch,7
3061,647,2023-10-18,1906.65,payment,online,16
3062,332,2025-03-01,1120.14,transfer,online,9
3063,771,2024-01-30,2117.67,deposit,atm,16
3064,202,2025-02-22,3095.02,transfer,branch,5
3065,139,2023-12-26,1622.27,payment,atm,11
3066,212,2025-03-30,3894.73,withdraw,online,2
3067,748,2023-12-01,2366.54,withdraw,online,16
3068,608,2024-11-19,4651.26,deposit,branch,17
3069,877,2025-06-07,3375.28,payment,mobile,16
3070,279,2024-09-28,4688.74,transfer,atm,11
3071,519,2024-09-19,2744.85,withdraw,branch,10
3072,458,2024-08-16,287.95,transfer,online,2
3073,922,2025-02-15,2679.8,payment,mobile,14
3074,199,2024-02-21,1630.77,transfer,mobile,3
3075,846,2024-07-14,461.23,deposit,branch,9
3076,627,2024-12-19,3136.37,withdraw,branch,11
3077,81,2024-07-07,2237.06,withdraw,mobile,5
3078,562,2025-05-29,2241.09,transfer,branch,16
3079,111,2023-11-27,3354.94,deposit,online,17
3080,318,2025-07-13,1949.88,transfer,branch,14
3081,106,2024-10-27,1400.71,withdraw,mobile,5
3082,799,2024-11-16,2038.36,deposit,atm,15
3083,820,2025-02-25,4260.0,payment,atm,2
3084,767,2024-08-14,59.59,transfer,atm,9
3085,943,2024-04-24,1531.43,withdraw,atm,13
3086,521,2024-06-08,3597.2,deposit,atm,6
3087,704,2025-07-18,3723.03,withdraw,atm,18
3088,352,2024-07-10,2341.48,withdraw,mobile,16
3089,301,2024-12-17,1378.63,withdraw,mobile,14
3090,179,2025-08-29,2613.08,withdraw,atm,17
3091,170,2024-06-09,1570.44,withdraw,atm,2
3092,791,2024-05-06,2418.72,deposit,atm,5
3093,269,2024-07-15,1150.91,withdraw,branch,12
